dim0,dim1,y
1.05,0.0,0.0
6.429395695523605e-17,0.525,0.0
-1.05,6.429395695523605e-17,0.0
-1.9288187086570813e-16,-0.525,0.0
1.05,-1.285879139104721e-16,0.0
-1.655,2.0267904525888696e-16,0.0
-1.2678035533619085,-0.5319067470156111,0.0
-0.28738773403876994,-0.8149284156176021,0.0
0.8274999999999996,-0.7166360216316231,0.0
1.5551912874006784,-0.2830216686019912,0.0
1.5551912874006786,0.28302166860199063,0.0
0.8275000000000009,0.7166360216316228,0.0
-0.287387734038769,0.8149284156176022,0.0
-1.2678035533619083,0.5319067470156116,0.0
-1.655,4.0535809051777393e-16,0.0
2.3205,0.0,0.0
2.0906982579675635,0.5034136083111468,0.0
1.4468080852131913,0.9071199775335316,0.0
0.5163598272456277,1.1311601101089608,0.0
-0.5163598272456275,1.1311601101089608,0.0
-1.446808085213191,0.9071199775335317,0.0
-2.0906982579675635,0.5034136083111469,0.0
-2.3205,1.4208964487107165e-16,0.0
-2.0906982579675635,-0.5034136083111467,0.0
-1.4468080852131915,-0.9071199775335315,0.0
-0.516359827245628,-1.1311601101089608,0.0
0.5163598272456271,-1.1311601101089608,0.0
1.4468080852131908,-0.9071199775335317,0.0
2.0906982579675635,-0.5034136083111471,0.0
2.3205,-2.841792897421433e-16,0.0
-3.05255,3.738295586737253e-16,0.0
-2.8871544211532725,-0.49558068236037794,0.0
-2.4088908619579614,-0.9374575080604225,0.0
-1.6695866000766146,-1.2777462666101407,0.0
-0.749356723771647,-1.4795713908965515,0.0
0.2520775810215677,-1.5210619970637551,0.0
1.2261953685244211,-1.397721934140448,0.0
2.0674358614661554,-1.1229170117626344,0.0
2.684637599245368,-0.72642660730766,0.0
3.01091719670198,-0.2512166082807277,0.0
3.0109171967019805,0.25121660828072656,0.0
2.6846375992453684,0.726426607307659,0.0
2.067435861466157,1.1229170117626333,0.0
1.2261953685244233,1.3977219341404474,0.0
0.25207758102156946,1.5210619970637551,0.0
-0.7493567237716452,1.4795713908965518,0.0
-1.669586600076613,1.2777462666101413,0.0
-2.4088908619579605,0.9374575080604235,0.0
-2.8871544211532725,0.495580682360379,0.0
-3.05255,7.476591173474506e-16,0.0
3.857805,0.0,0.0
3.726353482287099,0.499236703145865,0.0
3.3409571328466265,0.9644512499999999,0.0
2.727880075995369,1.3639400379976845,0.0
1.9289025000000004,1.670478566423313,0.0
0.9984734062917309,1.8631767411435494,0.0
2.3622242724923273e-16,1.9289025,0.0
-0.9984734062917295,1.8631767411435496,0.0
-1.928902499999999,1.6704785664233133,0.0
-2.7278800759953685,1.3639400379976845,0.0
-3.3409571328466257,0.9644512500000006,0.0
-3.7263534822870987,0.49923670314586555,0.0
-3.857805,2.3622242724923273e-16,0.0
-3.7263534822870996,-0.49923670314586427,0.0
-3.340957132846627,-0.9644512499999994,0.0
-2.7278800759953703,-1.3639400379976836,0.0
-1.9289025000000017,-1.6704785664233128,0.0
-0.998473406291733,-1.8631767411435491,0.0
-7.086672817476982e-16,-1.9289025,0.0
0.9984734062917283,-1.8631767411435498,0.0
1.9289024999999973,-1.670478566423314,0.0
2.727880075995368,-1.3639400379976847,0.0
3.340957132846625,-0.9644512500000009,0.0
3.7263534822870983,-0.4992367031458666,0.0
3.857805,-4.724448544984655e-16,0.0
-4.7435855,5.809216799056797e-16,0.0
-4.632683107068309,-0.5098653315568148,0.0
-4.305161600907566,-0.9958899268846487,0.0
-3.776335523131839,-1.4353478160835116,0.0
-3.0709321933899485,-1.807690436676828,0.0
-2.2219354873811348,-2.0955074615547544,0.0
-1.269043547486303,-2.2853408865196476,0.0
-0.2568125417516128,-2.368314311604845,0.0
0.7674267330087444,-2.3405479916717034,0.0
1.7557819866671656,-2.2033402489802474,0.0
2.6620388260405483,-1.9631067650832765,0.0
3.4438216885519304,-1.631080590687473,0.0
4.064575276439522,-1.2227869006869958,0.0
4.49527384185176,-0.757317054240424,0.0
4.715778398557042,-0.2564359040350224,0.0
4.715778398557042,0.25643590403502076,0.0
4.49527384185176,0.7573170542404232,0.0
4.0645752764395215,1.2227869006869954,0.0
3.44382168855193,1.6310805906874726,0.0
2.6620388260405505,1.9631067650832759,0.0
1.755781986667166,2.2033402489802474,0.0
0.7674267330087452,2.3405479916717034,0.0
-0.25681254175161206,2.368314311604845,0.0
-1.2690435474863038,2.285340886519647,0.0
-2.2219354873811348,2.0955074615547553,0.0
-3.0709321933899494,1.8076904366768285,0.0
-3.77633552313184,1.4353478160835118,0.0
-4.3051616009075655,0.9958899268846506,0.0
-4.632683107068309,0.5098653315568167,0.0
-4.7435855,1.1618433598113594e-15,0.0
5.71794405,0.0,0.0
5.620585186647623,0.5253347310448137,0.0
5.331824035912871,1.0327798178934586,0.0
4.86149401245319,1.5050548267266035,0.0
4.22561164111881,1.926076998549876,0.0
3.4458311334086824,2.2815089282622716,0.0
2.54870697926924,2.5592468077910473,0.0
1.5647896657878748,2.749832606758722,0.0
0.527585316996449,2.8467761543639214,0.0
-0.5275853169964482,2.846776154363922,0.0
-1.5647896657878755,2.749832606758722,0.0
-2.5487069792692396,2.5592468077910473,0.0
-3.445831133408682,2.2815089282622716,0.0
-4.225611641118809,1.9260769985498762,0.0
-4.86149401245319,1.5050548267266035,0.0
-5.331824035912871,1.0327798178934586,0.0
-5.620585186647623,0.5253347310448138,0.0
-5.71794405,3.5012309392680763e-16,0.0
-5.620585186647623,-0.525334731044813,0.0
-5.33182403591287,-1.032779817893459,0.0
-4.861494012453189,-1.5050548267266037,0.0
-4.22561164111881,-1.926076998549876,0.0
-3.4458311334086833,-2.281508928262271,0.0
-2.5487069792692387,-2.5592468077910477,0.0
-1.5647896657878766,-2.749832606758722,0.0
-0.5275853169964484,-2.846776154363922,0.0
0.5275853169964463,-2.846776154363922,0.0
1.5647896657878748,-2.749832606758722,0.0
2.5487069792692414,-2.5592468077910473,0.0
3.4458311334086815,-2.281508928262272,0.0
4.22561164111881,-1.9260769985498756,0.0
4.861494012453188,-1.5050548267266048,0.0
5.331824035912871,-1.0327798178934589,0.0
5.620585186647623,-0.5253347310448129,0.0
5.71794405,-7.002461878536153e-16,0.0
-6.789738455,8.315031465963446e-16,0.0
-6.701813125250487,-0.5445753211278692,0.0
-6.440314355857409,-1.0750464274907787,0.0
-6.012014827589066,-1.5776743960775774,0.0
-5.428007273252219,-2.0394414265201877,0.0
-4.703417181739142,-2.4483879952852043,0.0
